01/2016,"Knight|0|04/01/2016|Knight was released.
Mirror|6|02/11/2016|A maintenance break, decreased the level 8 mirror's mirrored card's level by 1. this was to fix a bug where cards above the max level did not appear.
Poison|4|30/11/2016| a balance update, increased its damage by 10%.
Tornado|0|11/11/2016|Tornado was released."
12/2016,"Balloon|5|15/12/2016| the december 2016 update, increased the balloon's death damage by 105% and its death damage explosion radius by 50% (from 2 tiles to 3 tiles).
Bomber|7|15/12/2016| the december 2016 update, increased the bomber's damage by 4%. this lets the bomber one shot equally leveled archers.
Wizard|5|15/12/2016| the december 2016 update, increased the wizard's hit speed to 1.4 seconds (from 1.6 seconds) but delayed his initial attack by 0.2 seconds.
Giant Skeleton|4|15/12/2016| the december 2016 update, increased the giant skeleton's damage by 8%.
Lumberjack|4|15/12/2016| the december 2016 update, increased the lumberjack's hitpoints by 6%.
Inferno Dragon|1|15/12/2016| the december 2016 update increased the inferno dragon's hitpoints by 5% and decreased its re-targeting time by 0.4 seconds.
Electro Wizard|0|30/12/2016|Electro wizard was released.
Elite Barbarians|1|15/12/2016| a balance update, increased the elite barbarians' hit points by 19%, damage by 14% and increased their hit speed to 1.4 seconds (from 1.5 seconds).
Mortar|6|15/12/2016| the december 2016 update, increased the mortar's area damage radius to 2 tiles (from 1.8 tiles).
Mirror|7|15/12/2016| the december 2016 update, increased the level 8 mirror's mirrored card's level by 1; the bug above was finally fixed.
Tornado|1|15/12/2016| the december 2016 update, increased its radius by 10% and also increased its pulling power. this update also changed its description. it used to say: ""drags enemy troops to the center of the tornado while dealing damage over time. doesn't affect buildings.""
Clone|0|09/12/2016|Clone was released."
01/2017,"Archers|6|23/01/2017|A balance update, decreased the archers' hitpoints by 4%.
Wizard|6|23/01/2017|A balance update, increased the wizard's range to 5.5 tiles (from 5 tiles).
Ice Spirit|2|23/01/2017|A balance update, decreased the ice spirit's damage by 10%.
Ice Golem|3|23/01/2017|A balance update, decreased his hitpoints by 5%, his death damage radius to 2 tiles (from 3 tiles), and death damage slow duration to 2 seconds (from 3 seconds).
Mega Minion|3|23/01/2017|A balance update, decreased the mega minion's damage by 4% and its hit speed to 1.5 seconds (from 1.4 seconds).
Dart Goblin|0|13/01/2017|Dart goblin was released.
Electro Wizard|1|23/01/2017|A balance update, decreased the electro wizard's spawn damage by 6% and the electro wizard's health was increased by 9%.
Elite Barbarians|2|23/01/2017|A balance update, decreased the elite barbarians' hit points by 4.4%, damage by 4% and decreased their hit speed to 1.5 seconds (from 1.4 seconds).
Executioner|0|27/01/2017|Executioner was released.
Zap|6|23/01/2017|A balance update, decreased the zap’s damage by 6%."
02/2017,"P.E.K.K.A|5|13/02/2017|A balance update, decreased the p.e.k.k.a's deploy time to 1 second (from 3 seconds).
Witch|9|13/02/2017|A balance update, increased the witch's damage by 6%.
Skeletons|5|13/02/2017|A balance update, increased the number of skeletons spawned to 4 (from 3). this also changed the numeral ""three"" to ""four"" in the description.
Skeleton Army|6|13/02/2017|A balance update, decreased the number of skeletons spawned to 15 (from 16).
Baby Dragon|4|13/02/2017|A balance update, increased the baby dragon's range to 3.5 tiles (from 3 tiles).
Dark Prince|5|13/02/2017|A balance update, increased the dark prince's hitpoints by 5%.
Battle Ram|0|10/02/2017|Battle ram was released.
Battle Ram|1|02/02/2017| maintenance break, made the battle ram unaffected by pushback. this was done before the battle ram was added in the game, to prepare for the upcoming challenge.
Goblin Gang|0|24/02/2017|Goblin gang was released.
Executioner|1|13/02/2017|A balance update, decreased the damage of the executioner by 6%, the range to 4.5 tiles (from 5 tiles), and the axe's radius to 0.9 tiles (from 1 tile). this update also fixed some glitches where the executioner's axe would hit enemies behind him when it came back, would do damage in front of him when the axe was at its furthest, cause enemy attack animations to reset to 0 when it hit small to medium sized enemies and caused him to sometimes throw his axe out of the arena and getting stuck.
Poison|5|13/02/2017|A balance update, decreased its duration to 8 seconds (from 10 seconds), but increased its damage per second by 24%."
03/2017,"Archers|7|16/03/2017|A maintenance break, fixed some unexpected behaviour that the archers showed.
Lumberjack|5|13/03/2017|The march 2017 update, increased the rage's level such that a tournament standard lumberjack drops a tournament standard rage, a maxed lumberjack drops a maxed rage, etc.
Dart Goblin|1|16/03/2017|A maintenance break, fixed some unexpected behaviour that the dart goblin showed.
Electro Wizard|2|13/03/2017|The march 2017 update, removed his ability to permanently stun enemy troops.
Executioner|2|13/03/2017|The march 2017 update, increased the axe's radius to 1 tile (from 0.9 tiles). this update also changed the artwork of the card and fixed all of the bugs of the executioner mentioned above.
Bandit|0|24/03/2017|Bandit was released.
Bomb Tower|6|13/03/2017|The march 2017 update, increased the bomb tower's projectile speed by 66%.
X-Bow|6|16/03/2017|A maintenance break, fixed some unexpected behaviour that the x-bow showed.
Arrows|3|13/03/2017|The march 2017 update, increased the travel speed of the arrows by 33%.
The Log|4|13/03/2017|The march 2017 update, decreased the log's damage by 4% and decrease its rolling distance by 0.5 tiles (to 11.1 tiles from 11.6 tiles). on the same day, a bug was discovered where the log was not able to be deployed on top of buildings. to compensate for this, in a maintenance break, the rolling distance was restored to 11.6 tiles until the next client update.
Tornado|2|13/03/2017|The march 2017 update, allowed the tornado to be placed on buildings.
Clone|1|13/03/2017|The march 2017 update, stopped the clone from resetting charge attacks of cloned troops. while it will no longer reset charge attacks of the original troops, the clones spawn without being charged, retaining its behavior prior to this change."
04/2017,"Balloon|6|19/04/2017|A balance update, increased the balloon's death damage delay to 3 seconds (from 1 second).
Skeleton Army|7|19/04/2017|A balance update, decreased the number of skeletons spawned to 14 (from 15).
Royal Giant|5|19/04/2017|A balance update, increased the royal giant's deployment time to 2 seconds (from 1 second).
Lumberjack|6|19/04/2017|A balance update, increased the lumberjack's hitpoints by 4%.
Electro Wizard|3|19/04/2017|A balance update, decreased his hit speed to 1.8 seconds (from 1.7 seconds).
Elite Barbarians|3|19/04/2017|A balance update, decreased the elite barbarians' hit points by 4%, and delayed their initial attacks by 0.1 seconds.
Executioner|3|19/04/2017|A balance update, increased the damage of the executioner by 6%.
Goblin Hut|3|19/04/2017|A balance update, increased the goblin hut's hitpoints by 5%.
Furnace|3|19/04/2017|A balance update, decreased the furnace's hitpoints by 5%."
05/2017,Night Witch|0|31/05/2017|Night witch was released.
06/2017,"Witch|10|12/06/2017|The june 2017 update, increased the witch's hitpoints by 5%, increased her area damage radius by 10%, decreased spawn speed to 7 seconds (from 7.5 seconds), and slowed the spawn speed of her first wave.
Skeletons|6|12/06/2017|The june 2017 update, decreased the number of skeletons spawned to 3 (from 4). this changed the numeral ""four"" to ""three"" in the description.
Inferno Dragon|2|12/06/2017|A june 2017 update, increased the inferno dragon's hitpoints by 7%, and decreased its re-targeting speed by 0.2 seconds.
Goblin Gang|1|12/06/2017|A june 2017 update, decreased the goblin gang's spear goblin count by 1 (to 2 from 3). this also changed the description to match the number of troops spawned.
Bandit|1|12/06/2017|The june 2017 update, allowed the bandit to initiate her dash ability quicker.
Bandit|2|13/06/2017|A maintenance break, increased the bandit's hitpoints by 4%. this was supposed to happen the previous day in the mentioned balance changes, but it did not make it to the game. this got fixed.
Night Witch|1|12/06/2017|The june 2017 update, decreased the night witch's bats spawned upon death to 3 (from 4), increased bat spawn speed to 6 seconds (from 5 seconds), and made her initial bats spawn slower.
Bats|1|12/06/2017|The june 2017 update decreased the bat count to 4 (from 5). the bats had not been released at the time of the balance update.
Poison|6|12/06/2017|The june 2017 update allowed multiple poison spells to stack.
The Log|5|12/06/2017|The june 2017 update, decreased the log's rolling distance by 0.5 tiles (to 11.1 tiles from 11.6 tiles). the bug that prevented the log from being deployed on top of buildings was also fixed.
Tornado|3|12/06/2017|A june 2017 update, decreased the tornado's duration by 0.5 seconds (to 2.5 seconds from 3 seconds), but allowed multiple tornado spells to stack.
Clone|2|12/06/2017|The june 2017 update, made the cloning effect faster."
07/2017,Bats|0|07/07/2017|Bats was released.
08/2017,"Mini P.E.K.K.A|4|11/08/2017|A balance update, increased the mini p.e.k.k.a's damage by 4.6%.
Ice Wizard|5|11/08/2017|A balance update, increased the ice wizard's damage by 10% and decreased his hit speed to 1.7 seconds (from 1.5 seconds).
Dark Prince|6|11/08/2017|A balance update, increased the dark prince's damage by 6% and increased his hit speed to 1.4 seconds (from 1.5 seconds).
Battle Ram|2|11/08/2017|A balance update, increased the distance required to initiate charging by 1 tile (to 4 tiles from 3 tiles) and delayed the barbarians' spawning by 0.2 seconds (from 0.8 seconds after the battle ram breaks to 1 second).
Electro Wizard|4|11/08/2017|A balance update, decreased his hitpoints by 2%. this change was mostly made so that the mini p.e.k.k.a can defeat him in one shot.
Night Witch|2|11/08/2017|A balance update, decreased the night witch's damage by 9%, her range to 1.65 tiles (from 1.85 tiles), her bat spawn speed to 7 seconds (from 6 seconds) and the number of bats spawned upon death to 2 (from 3).
Bats|2|11/08/2017|A balance update, increased the bat count to 5 (from 4).
Cannon Cart|0|05/08/2017|Cannon cart was released.
Mortar|7|11/08/2017|A balance update, decreased the mortar's deployment time to 3.5 seconds (from 4 seconds).
X-Bow|7|11/08/2017|A balance update, decreased the x-bow's deploy time to 3.5 seconds (from 4 seconds).
Graveyard|1|11/08/2017|A balance update, decreased the graveyard's duration to 9 seconds (from 10 seconds), consequently causing it to spawn 2 fewer skeletons (15 instead of 17)."
09/2017,Mega Knight|0|08/09/2017|Mega knight was released.
10/2017,"Valkyrie|4|09/10/2017|The epic quests update, increased the valkyrie's damage by 5%.
Spear Goblins|3|09/10/2017|The epic quests update, increased the spear goblins' hit speed to 1.1 seconds (from 1.3 seconds).
Guards|3|09/10/2017|The epic quests update, fixed a bug where the inferno tower's and inferno dragon's damage did not reset after breaking the guards' shield. this change was reverted on 11/10/2017, in a maintenance break.
Dark Prince|7|09/10/2017|The epic quests update, fixed a bug where the inferno tower's and inferno dragon's damage did not reset after breaking the dark prince's shield. this change was reverted on 11/10/2017, in a maintenance break.
Sparky|1|09/10/2017|The epic quests update, decreased the sparky's damage by 15% but increased her hit speed to 4 seconds (from 5 seconds).
Inferno Dragon|3|09/10/2017|The epic quests update, fixed a bug where the inferno dragon's damage did not reset after breaking a shield. this change was reverted on 11/10/2017, in a maintenance break.
Goblin Gang|2|09/10/2017|The epic quests update, increased the spear goblins' hit speed to 1.1 seconds (from 1.3 seconds).
Electro Wizard|5|09/10/2017|The epic quests update, decreased his damage by 4% and delayed his first attack by 0.2 seconds.
Bandit|3|09/10/2017|The epic quests update, fixed a bug where she dashed a shorter distance than she normally should have.
Cannon Cart|1|09/10/2017|The epic quests update, increased the cannon cart's hitpoints and shield hitpoints by 5%. the same update also fixed a bug where troops would stop targeting the cannon cart or get stuck behind a broken cannon cart. in addition, it fixed a bug where the inferno tower's and inferno dragon's damage did not reset after breaking the cannon cart's shield. this change was reverted on 11/10/2017, in a maintenance break.
Mega Knight|1|09/10/2017|The epic quests update, fixed a bug where the mega knight would jump even if he was less than 4 tiles away from his target.
Flying Machine|0|06/10/2017|Flying machine was released.
Goblin Hut|4|09/10/2017|The epic quests update, increased the spear goblins' hit speed to 1.1 seconds (from 1.3 seconds).
Inferno Tower|6|09/10/2017|The epic quests update, fixed a bug where the inferno tower's damage did not reset after breaking a shield. this change was reverted on 11/10/2017, in a maintenance break.
Tesla|7|09/10/2017|The epic quests update, increased the tesla's damage by 41% but decreased its hit speed to 1 second (from 0.8 seconds).
Lightning|3|09/10/2017|The epic quests update, reduced lightning's damage by 3%, and its radius to 3 tiles (from 3.5 tiles).
Graveyard|2|09/10/2017|The epic quests update, increased the graveyard's duration to 10 seconds (from 9 seconds), reduced its radius to 4 tiles (from 5), made the first skeleton spawn 0.5 seconds slower, and made the spawn mechanics of the skeletons less random by making the skeletons spawn on the edge."
11/2017,Skeleton Barrel|0|17/11/2017|Skeleton barrel was released.
12/2017,"Knight|3|12/12/2017| the electrifying update, decreased the knight’s hit speed to 1.2 seconds (from 1.1 seconds).
Goblins|2|12/12/2017| the electrifying update, decreased the goblins' damage by 6%.
Prince|7|12/12/2017| the electrifying update, increased the prince’s hitpoints by 5% and his hit speed to 1.4 seconds (from 1.5 seconds).
Giant Skeleton|5|12/12/2017| the electrifying update, increased the giant skeleton‘s hitpoints by 5%.
Hog Rider|3|12/12/2017| the electrifying update, decreased the hog rider’s hit speed to 1.6 seconds (from 1.5 seconds) and delayed his first attack by 0.1 seconds.
Guards|4|12/12/2017| the electrifying update, increased the guards’ hitpoints and damage by 5% and their hit speed to 1.1 seconds (from 1.2 seconds). it also made it so that the inferno tower's and inferno dragon's would now reset after breaking the guards' shield.
Dark Prince|8|12/12/2017| the electrifying update reverted the dark prince to his state on 9/10/2017. more specifically, the inferno tower's and inferno dragon's damage would now reset after breaking the dark prince's shield.
Inferno Dragon|4|12/12/2017| the electrifying update, reverted the inferno dragon to its state on 9/10/2017. more specifically, the inferno dragon's damage would now reset after breaking a shield.
Ice Golem|4|12/12/2017| the electrifying update, decreased the ice golem‘s slow effect duration to 1 second (from 2 seconds)
Goblin Gang|3|12/12/2017| the electrifying update, decreased the goblins’ damage by 6%.
Hunter|0|12/12/2017|Hunter was released.
Zappies|0|12/12/2017|Zappies was released.
Cannon Cart|2|12/12/2017| the electrifying update reverted the cannon cart to its state on 9/10/2017. more specifically, the inferno tower's and inferno dragon's damage would now reset after breaking the cannon cart's shield.
Skeleton Barrel|1|12/12/2017| the electrifying update allowed the skeleton barrel to deal death damage.
Mortar|8|12/12/2017| the electrifying update, fixed a bug where the mortar would not shoot troops close to its blind spot.
Inferno Tower|7|12/12/2017| the electrifying update, reverted the inferno tower to its state on 9/10/2017. more specifically, the inferno tower's damage would now reset after breaking a shield.
Elixir Collector|7|12/12/2017| the electrifying update, decreased the elixir collector‘s hitpoints by 13%.
Fireball|2|12/12/2017| the electrifying update, decreased the fireball’s crown tower damage from 40% to 35% of the full damage.
Arrows|4|12/12/2017| the electrifying update, decreased the arrows’ crown tower damage from 40% to 35% of the full damage.
Rocket|2|12/12/2017| a balance update, decreased the rocket’s crown tower damage from 40% to 35% of the full damage.
Goblin Barrel|6|12/12/2017| the electrifying update, decreased the goblins’ damage by 6%.
Lightning|4|12/12/2017| the electrifying update, decreased the lightning’s crown tower damage from 40% to 35% of the full damage.
Zap|7|12/12/2017| the electrifying update, decreased the zap’s crown tower damage from 40% to 35% of the full damage.
Poison|7|12/12/2017| the electrifying update, decreased the poison’s crown tower damage to 35% of the total damage (from 40%).
The Log|6|12/12/2017| the electrifying update, decreased the log’s crown tower damage from 40% to 35% of the full damage."
01/2018,"Mini P.E.K.K.A|5|24/01/2018|A balance update, increased the mini p.e.k.k.a's hitpoints by 7%.
Lava Hound|4|24/01/2018|A balance update, increased the lava hounds hitpoints by 5%.
Lumberjack|7|24/01/2018|A balance update, increased the lumberjack´s hitpoints by 7%.
Hunter|1|24/01/2018|A balance update, decreased the hunter's range to 4 (from 5), and slightly decreased his bullet spread.
Night Witch|3|24/01/2018|A balance update, made the night witch's initial bats spawn faster but also decreased her bats' hit speed to 1.1 seconds (from 1 second).
Bats|3|24/01/2018|A balance update, decreased the bats' hit speed to 1.1 seconds (from 1 second).
Royal Ghost|0|04/01/2018|Royal ghost was released.
Royal Ghost|1|24/01/2018|A balance update, decreased the royal ghost's damage by 6%, hit speed decreased to 1.8 seconds (from 1.7 seconds), invisibility delay increased to 1.2 seconds (from 0.7 seconds).
Zappies|1|24/01/2018|A balance update, gave zappies the ability to target air troops.
Goblin Hut|5|24/01/2018|A balance update, decreased the spawn speed to 5 seconds (from 4.9 seconds). this change makes the goblin hut spawn 1 fewer spear goblin.
Mortar|9|24/01/2018|A balance update, decreased the minimum range to 3.5 tiles (from 4.5 tiles)."
02/2018,"Knight|4|12/02/2018|A balance update, decreased the knight's hitpoints by 6%.
Valkyrie|5|12/02/2018|A balance update, increased the valkyrie's hit speed to 1.4 seconds (from 1.5 seconds).
Dark Prince|9|12/02/2018|A balance update, increased the dark prince's hitpoints by 5% and increased his hit speed to 1.3 seconds (from 1.4 seconds).
Inferno Dragon|5|12/02/2018|A balance update, increased the inferno dragon’s re-targeting time.
Bandit|4|12/02/2018|A balance update, decreased her minimum dash range to 3.5 tiles (from 4 tiles).
Mega Knight|2|12/02/2018|A balance update, decreased both his spawn and jump damage by 25%, and reduced his deployment radius, such that he will no longer be able to hit beyond the river with his spawn damage.
Skeleton Barrel|2|12/02/2018|A balance update, decreased the number of spawned skeletons to 6 (from 8)."
03/2018,Magic Archer|0|02/03/2018|Magic archer was released.
04/2018,"Knight|5|25/04/2018|The clan wars update, increased the knight’s hitpoints by 3%.
Witch|11|25/04/2018|The clan wars update, fixed a bug where the witch would switch targets if spawning skeletons pushed her target out of range.
Spear Goblins|4|25/04/2018|The clan wars update, decreased the spear goblins‘ hit speed to 1.2 seconds (from 1.1 seconds).
Dark Prince|10|25/04/2018|The clan wars update, decreased the dark prince’s shield hitpoints by 25%.
Ice Spirit|3|25/04/2018|The clan wars update, decreased the ice spirit's damage by 4% and freeze duration to 1 second (from 1.5 seconds).
Sparky|2|25/04/2018|The clan wars update, fixed a bug where sparky's hit would reset if she was knocked out of range while charging.
Dart Goblin|2|25/04/2018|The clan wars update, increased the dart goblin’s damage by 3%. the update also slightly changed his description. it used to read “runs fast, shoots far and chews gum. how does he blow darts with a mouth full of gum? years of didgeridoo lessons.”. this was due to the release of the rascals and their description, “spawns a mischievous trio of rascals! the boy takes the lead, while the girls pelt enemies from behind… with slingshots full of double trouble gum!”
Goblin Gang|4|25/04/2018|The clan wars update, decreased the spear goblins' hit speed to 1.2 seconds (from 1.1 seconds).
Hunter|2|25/04/2018|The clan wars update, fixed a bug where the hunter could not hit targets on top of him.
Cannon Cart|3|25/04/2018|The clan wars update, changed the death animation of the cannon cart. the same update also fixed a bug where the cannon cart was not being targeted after losing its shield.
Skeleton Barrel|3|25/04/2018|The clan wars update, increased the number of spawned skeletons to 7 (from 6).
Magic Archer|1|25/04/2018|The clan wars update, increased the magic archer's projectile speed, making him less likely to miss very fast moving troops.
Goblin Hut|6|25/04/2018|The clan wars update, decreased the spear goblins’ hit speed to 1.2 seconds (from 1.1 seconds).
Mortar|10|25/04/2018|The clan wars update, changed the mortar's card description. it used to read “defensive building with a long range. shoots exploding boulders that deal area damage. cannot shoot at targets that get very close!”
Fireball|3|25/04/2018|The clan wars update, allowed the fireball to be placed on the river.
Arrows|5|25/04/2018|The clan wars update, allowed the arrows to be placed on the river.
Rage|6|25/04/2018|The clan wars update, allowed the rage to be directly placed on the river.
Rocket|3|25/04/2018|The clan wars update, allowed the rocket to be placed on the river.
Freeze|4|25/04/2018|The clan wars update, allowed the freeze to be placed on the river.
Lightning|5|25/04/2018|The clan wars update, increased the lightning’s radius to 3.5 tiles (from 3 tiles). it also allowed the lightning to be placed on the river.
Zap|8|25/04/2018|The clan wars update, allowed the zap to be placed on the river.
Poison|8|25/04/2018|The clan wars update, allowed the poison to be placed on the river.
Graveyard|3|25/04/2018|The clan wars update, allowed the graveyard to be placed on the river.
The Log|7|25/04/2018|The clan wars update, allowed the log to be placed on the river if a crown tower has been already destroyed.
Tornado|4|25/04/2018|The clan wars update, increased the tornado‘s damage per second by 21%, but also decreased the duration by 0.5 sec (from 2.5 sec to 2 sec). it also allowed the tornado to be placed on the river.
Clone|3|25/04/2018|The clan wars update, allowed the clone to be placed on the river.
Barbarian Barrel|0|06/04/2018|Barbarian barrel was released.
Barbarian Barrel|1|25/04/2018|The clan wars update, increased the barbarian barrel’s range to 7 (from 6.5). it also allowed the barbarian barrel to be placed on the river if a crown tower has been already destroyed."
05/2018,Rascals|0|25/05/2018|Rascals was released.
06/2018,"Minions|3|20/06/2018|The summer 2018 update, gave the minions a new 0.15 seconds deploy stagger from each other. it also moved the arena to unlock this card from bone pit (arena 2) to training camp.
Barbarians|3|04/06/2018| balance update, increased the barbarians‘ hit speed to 1.4 seconds (from 1.5 seconds). it also increased the distance between the barbarians upon deployment.
Valkyrie|6|04/06/2018| balance update, increased the valkyrie‘s hitpoints by 7% and made her first attack faster.
Prince|8|20/06/2018|The summer 2018 update, increased the distance required for charging to 3.5 tiles (from 2.5 tiles).
Wizard|7|04/06/2018| balance update, increased the wizard’s damage by 2% and his area damage radius by 25%.
Spear Goblins|5|04/06/2018| balance update, increased the spear goblins’ damage by 34%, but also increased their hit speed to 1.7 seconds (from 1.2 seconds) and made their first attack slower.
Hog Rider|4|20/06/2018|The summer 2018 update, moved the arena to unlock the hog rider from p.e.k.k.a's playhouse (arena 4) to goblin stadium (arena 1).
Minion Horde|3|20/06/2018|The summer 2018 update, gave the minion horde a new 0.15 seconds deploy stagger from each other.
Dark Prince|11|20/06/2018|The summer 2018 update, increased the distance required for charging to 3.5 tiles (from 2.5 tiles).
Sparky|3|20/06/2018|The summer 2018 update, moved the arena to unlock the sparky from builder's workshop (arena 6) to electro valley (arena 11).
Battle Ram|3|04/06/2018| balance update, increased the barbarians' hit speed to 1.4 seconds (from 1.5 seconds) and made the battle ram affected by all forms of pushback.
Battle Ram|4|20/06/2018|The summer 2018 update, decreased the distance required to charge to 3.5 tiles (from 4 tiles). it also moved the arena to unlock this card from builder's workshop (arena 6) to barbarian bowl (arena 3).
Ice Golem|5|04/06/2018| balance update, decreased the ice golem's hitpoints by 5%.
Goblin Gang|5|04/06/2018| balance update, increased the spear goblins’ damage by 34%, but also decreased their hit speed to 1.7 seconds (from 1.2 seconds) and made their first attack slower.
Royal Ghost|2|04/06/2018| balance update, delayed the royal ghost’s invisibility to 1.6 seconds (from 1.2 seconds).
Mega Knight|3|04/06/2018| balance update, increased both his spawn and jump damage by 23%, but also decreased his area damage by 7.5%.
Mega Knight|4|20/06/2018|The summer 2018 update, decreased his minimum jump range to 3.5 tiles (from 4 tiles).
Royal Hogs|0|20/06/2018|Royal hogs was released.
Magic Archer|2|20/06/2018|The summer 2018 update, fixed a bug where the magic archer would extend his range and accidentally activate the king tower. it also moved the arena to unlock the magic archer from electro valley (arena 11) to hog mountain (arena 10).
Cannon|6|20/06/2018|The summer 2018 update, fixed a bug where the cannon would occasionally stop shooting at the edge of its range.
Goblin Hut|7|04/06/2018| balance update, increased the spear goblins’ damage by 34%, but also decreased their hit speed to 1.7 seconds (from 1.2 seconds), make their first attack slower and decreased the goblin hut’s lifetime to 50 sec (from 60 sec).
Mortar|11|20/06/2018|The summer 2018 update, fixed a bug where the mortar would occasionally stop shooting at the edge of its range.
Inferno Tower|8|20/06/2018|The summer 2018 update, fixed a bug where the inferno tower would occasionally stop shooting at the edge of its range.
Bomb Tower|7|20/06/2018|The summer 2018 update, moved the arena to unlock the bomb tower from bone pit (arena 2) to hog mountain (arena 10). it also fixed a bug where the bomb tower would occasionally stop shooting at the edge of its range.
Barbarian Hut|3|04/06/2018| balance update, increased the barbarians‘ hit speed to 1.4 seconds (from 1.5 seconds).
Tesla|8|20/06/2018|The summer 2018 update, moved the arena to unlock the tesla from p.e.k.k.a.'s playhouse (arena 4) to electro valley (arena 11). it also fixed a bug where the tesla would occasionally stop shooting at the edge of its range.
X-Bow|8|20/06/2018|The summer 2018 update, moved the arena to unlock the x-bow from barbarian bowl (arena 3) to builder's workshop (arena 6). it also fixed a bug where the x-bow would occasionally stop shooting at the edge of its range.
Mirror|8|20/06/2018|The summer 2018 update, changed the mirror such that, if used in a deck, will never appear as one of the cards in the player's opening hand. it also moved the arena to unlock this card from spell valley (arena 5) to electro valley (arena 11).
Mirror|9|27/06/2018|An optional update, changed the mirror such that it will never appear as one of the cards in the player's opening hand during draft battles.
Tornado|5|20/06/2018|The summer 2018 update, moved the arena to unlock the tornado from builder's workshop (arena 6) to frozen peak (arena 8).
Clone|4|20/06/2018|The summer 2018 update, increased the clone's radius to 4 tiles (from 3 tiles). it also moved the arena to unlock this card from frozen peak (arena 8) to electro valley (arena 11).
Barbarian Barrel|2|04/06/2018| balance update, increased the barbarian‘s hit speed to 1.4 sec (from 1.5 sec).
Barbarian Barrel|3|20/06/2018|The summer 2018 update, increased the barbarian barrel's damage by 17%, and allow the user to see where the spawned barbarian will be after it is used. it also moved the arena to unlock this card from hog mountain (arena 10) to barbarian bowl (arena 3).
Giant Snowball|0|20/06/2018|Giant snowball was released."
07/2018,"Goblins|3|02/07/2018| balance update, decreased the goblins' hitpoints by 1%. this was to fix an inconsistency with minions that could not take out goblins in two hits at the same level.
Witch|12|02/07/2018| balance update, increased the witch's hitpoints by 17%, decreased her spawn speed to 5 seconds (from 7 seconds), and decreased her hit speed to 1 second (from 0.7 seconds).
Bomber|8|02/07/2018| balance update, increased the bomber's range to 5 tiles (from 4.5 tiles).
Fire Spirit|2|02/07/2018| balance update, increased the fire spirits' area damage by 5%.
Mega Minion|4|02/07/2018| balance update, decreased the mega minion's hit speed to 1.6 seconds (from 1.5 seconds).
Goblin Gang|6|02/07/2018| balance update, decreased the goblins' hitpoints by 1%. this was to fix an inconsistency with minions that could not take out goblins in two hits at the same level.
Royal Recruits|1|27/07/2018|Prior to the card's general release, a maintenance break, increased the royal recruits' elixir cost to 8 (from 6).
Rascals|1|02/07/2018| balance update, decreased the rascal boy's hitpoints by 5.3% and made the rascal girls' initial attack slower.
Royal Hogs|1|02/07/2018| balance update, added the royal hogs to clan wars collection day card pool.
Mortar|12|02/07/2018| balance update, decreased the mortar's area damage by 3.5% and its hitpoints by 4%.
Furnace|4|02/07/2018| balance update, increased the fire spirits' area damage by 5%.
Goblin Barrel|7|02/07/2018| balance update, decreased the goblins' hitpoints by 1%. this was to fix an inconsistency with minions that could not take out goblins in two hits at the same level."
08/2018,"Knight|6|06/08/2018| balance update, increased the knight's damage by 5%.
Balloon|7|06/08/2018| balance update, allowed the balloon to be knocked back.
Baby Dragon|5|06/08/2018| balance update, increased the baby dragon's hit speed to 1.5 seconds (from 1.6 seconds) but allow it to be knocked back as well.
Inferno Dragon|6|06/08/2018| balance update, decreased the inferno dragon's range to 3.5 (from 4) and allowed it to be knocked back.
Royal Recruits|0|07/08/2018|Royal recruits was released.
Cannon Cart|4|06/08/2018| balance update, increased the cannon cart's cannon phase lifetime to 30 sec (from 20 sec), accelerated the cannon deploy animation and gave it knock-back immunity.
Royal Hogs|2|06/08/2018| balance update, made the royal hogs' first attack quicker.
Bomb Tower|8|06/08/2018| balance update, decreased the bomb tower's elixir cost to 4 (from 5), but also decreased its lifetime to 35 sec (from 40 sec) and its hitpoints by 33%.
Tesla|9|06/08/2018| balance update, decreased the tesla's lifetime to 35 seconds (from 40 seconds) and increased its hit speed to 1.1 seconds (from 1 second)."
09/2018,"Witch|13|03/09/2018| balance update, decreased the witch's hitpoints by 3.5%.
Valkyrie|7|03/09/2018| balance update, decreased the valkyrie's hit speed to 1.6 seconds (from 1.4 seconds).
Prince|9|03/09/2018| balance update, increased the prince's hitpoints by 5%.
Bandit|5|05/09/2018|He september 2018 update, changed it so that legendary cards start at level 9 and end at level 13 (from 1 to 5). it also made the bandit immune to damage while dashing, instead of untargetable.
Royal Recruits|2|03/09/2018| balance update, increased the royal recruits damage by 12%, and slightly changed their spawn formation, allowing the royal recruits to be split to 2-4 or 4-2.
Zappies|2|03/09/2018| balance update, changed the reload mechanics by slowing down their first attack after moving but preventing them from being stun-locked by other zappies.
Cannon Cart|5|03/09/2018| balance update, decreased the cannon cart's range to 5 tiles (from 5.5 tiles).
Royal Hogs|3|03/09/2018| balance update, decreased the royal hogs' hit speed to 1.2 seconds (from 1.1 seconds).
Goblin Giant|0|05/09/2018|Goblin giant was released.
Lightning|6|03/09/2018| balance update, increased the lightning's damage by 5%.
Barbarian Barrel|4|03/09/2018| balance update, decreased the barbarian barrel's elixir cost to 2 (from 3), decreased its range to 5 (from 7), decreased its damage by 9%, and removed its ability to knock back troops."
10/2018,"Skeleton Army|8|01/10/2018|A balance update, increased the number of skeletons spawned to 15 (from 14).
