Card No., Card name, When released, When released another format, History of the card, Number of times the card was changed
09/10/2017|On 9/10/2017, the Epic Quests Update, fixed a bug where the Inferno Tower's and Inferno Dragon's damage did not reset after breaking the Guards' shield. This change was reverted on 11/10/2017, in a maintenance break.
12/12/2017|On 12/12/2017, the Electrifying Update, increased the Guards’ hitpoints and damage by 5% and their hit speed to 1.1 seconds (from 1.2 seconds). It also made it so that the Inferno Tower's and Inferno Dragon's would now reset after breaking the Guards' shield.
02/06/2020|On 2/6/2020, a Balance Update, gave the Guards a new 0.1 seconds deploy stagger from each other.
09/12/2020|On 9/12/2020, a Balance Update, decreased the Guards' hit speed to 1 second (from 1.1 seconds) and decreased their hitpoints by 26%.
06/09/2021|On 6/9/21, a Balance Update increased the Guards' damage by 12%.",7
27,Princess,29 February 2016,29/02/2016,"23/03/2016|On 23/3/2016, a Balance Update, decreased the Princess' hitpoints by 10%. Before the update, from level 5, the Princess could not be taken out by level 12 Arrows.
03/05/2016|On 3/5/2016, the May 2016 Update, decreased the Legendary card level cap to 5 (from 6) and fixed the ""range bug"" and decreased the Princess' range to 9 (from 9.5) but her effective range is unchanged. The same update also changed her card description. Prior to this update, it read ""Shoots a volley of flaming arrows halfway across the Arena. The Princess is afraid of germs, so keep the rabble away from her!""
24/08/2016|On 24/8/2016, a Balance Update, decreased the Princess' area damage radius by 25%. She now has a 2 tile splash instead of a 2.5 tile splash.
29/08/2016|On 29/8/2016, a Minor Update, increased the Princess' projectile speed. Previously, certain ""Very Fast"" troops could avoid the Princess' attack when approaching her directly.
06/05/2019|On 6/5/2019, a Balance Update, increased Princess' projectile speed by 33%.
07/04/2020|On 7/4/2020, a Balance Update, changed the Princess' card render.",6
28,Dark Prince,29 February 2016,29/02/2016,"23/03/2016|On 23/3/2016, a Balance Update, decreased the Dark Prince's charge speed by 13%.
03/05/2016|On 3/5/2016, the May 2016 Update, changed the Dark Prince's card description. It used to say, “Dealing area damage with each swing and double after charging, the Dark Prince is a formidable fighter. To harm his squishy core, break his shield first.”
04/07/2016|On 4/7/2016, the Tournaments Update, increased the Dark Prince's damage by 8% and made him unaffected by pushback.
24/08/2016|On 24/8/2016, a Balance Update, increased the Dark Prince's damage by 7.5%.
13/02/2017|On 13/2/2017, a Balance Update, increased the Dark Prince's hitpoints by 5%.
11/08/2017|On 11/8/2017, a Balance Update, increased the Dark Prince's damage by 6% and increased his hit speed to 1.4 seconds (from 1.5 seconds).
09/10/2017|On 9/10/2017, the Epic Quests Update, fixed a bug where the Inferno Tower's and Inferno Dragon's damage did not reset after breaking the Dark Prince's shield. This change was reverted on 11/10/2017, in a maintenance break.
12/12/2017|On 12/12/2017, the Electrifying Update reverted the Dark Prince to his state on 9/10/2017. More specifically, the Inferno Tower's and Inferno Dragon's damage would now reset after breaking the Dark Prince's shield.
12/02/2018|On 12/2/2018, a Balance Update, increased the Dark Prince's hitpoints by 5% and increased his hit speed to 1.3 seconds (from 1.4 seconds).
25/04/2018|On 25/4/2018, the Clan Wars Update, decreased the Dark Prince’s Shield hitpoints by 25%.
20/06/2018|On 20/6/2018, the Summer 2018 Update, increased the distance required for charging to 3.5 tiles (from 2.5 tiles).
06/05/2019|On 6/5/2019, a Balance Update, increased his range by 20% and increased his area splash radius by 25%. The area splash radius change affects both his normal attack and charging 360º attack.
01/07/2019|On 1/7/2019, the July 2019 Update, decreased the Dark Prince's range to 1.2 tiles (from 1.25 tiles), now classified as Melee: Medium. This also slightly decreased the splash radius of both his normal attack and charging attack by 5%.
02/09/2019|On 2/9/2019, a Balance Update, decreased the Dark Prince's splash radius to 1.1 tiles (from 1.2 tiles).
03/02/2022|On 3/2/22, a a Balance Update decreased the Dark Prince's Hit points by 3% and gave him the ability to jump the river.",15
29,Three Musketeers,29 February 2016,29/02/2016,"23/03/2016|On 23/3/2016, a Balance Update, decreased the Three Musketeers' Elixir cost to 9 (from 10).
03/05/2016|On 3/5/2016, the May 2016 Update, increased the Rare card level cap to 11 (from 10) and fixed the ""range bug"", decreasing the Three Musketeers' range to 6 tiles (from 6.5 tiles) but with no change to effective range.
04/02/2019|On 4/2/2019, a Balance Update, increased the Three Musketeers' Elixir cost to 10 (from 9) but also increased the Musketeer's damage by 3%.
13/02/2019|On 13/2/2019, an Optional Update, made it so that mirroring Three Musketeers would no longer display the cost of 11 Elixir.
06/05/2019|On 6/5/2019, a Balance Update, decreased the Three Musketeers' cost to 9 (from 10) but also increased their deploy time to 3 seconds (from 1 second) and added a 0.15 second deploy time between each Musketeer.
02/12/2019|On 2/12/2019, a Balance Update, decreased the Three Musketeers' deploy time to 2 seconds (from 3 seconds) and increased the deploy stagger for each Musketeer to 0.5 seconds (from 0.15 seconds).
02/06/2020|On 2/6/2020, a Balance Update, decreased the deploy stagger for each Musketeer to 0.1 seconds (from 0.5 seconds).
04/08/2020|On 4/8/2020, a Balance Update, added a card render to the Three Musketeers' card info screen.
06/10/2020|On 6/10/2020, a Balance Update, decreased the Musketeer's first attack speed to 0.8 seconds (from 0.5 seconds).
30/03/2021|On 30/3/21, a Balance Update decreased the Three Musketeers' deploy time to 1 second (from 2 seconds).
03/02/2022|On 3/2/22, a Balance Update decreased the Musketeer's hit speed to 1 second (from 1.1 seconds).",11
30,Lava Hound,3 May 2016,03/05/2016,"18/05/2016|On 18/5/2016, a Balance Update, increased the Lava Hound's hitpoints by 3% and Lava Pup's hitpoints by 9%.
21/06/2016|On 21/6/2016, a Balance Update, increased the Lava Hound's damage by 28%.
30/11/2016|On 30/11/2016, a Balance Update, decreased the Lava Pup's hitpoints by 1%. This was to fix a rounding error where a level 12 Princess Tower should've been able to kill equivalent level Lava Pups in two shots.
24/01/2018|On 24/1/2018, a Balance Update, increased the Lava Hounds hitpoints by 5%.
07/01/2020|On 7/1/2020, a Balance Update, reworked the Lava Hound. Increasing its range from 2 to 3.5 tiles. The damage of the pups was increased by 70%, but the hit speed interval was reduced by 67% (from 1 second to 1.7 seconds). There was also an unannounced change to Lava Hound's pathing, allowing it to bypass some building placements it was not able to bypass before.",5
31,Ice Spirit,4 July 2016,04/07/2016,"01/11/2016|On 1/11/2016, the November 2016 Update, decreased the Ice Spirit's freeze duration to 1.5 seconds (from 2 seconds).
23/01/2017|On 23/1/2017, a Balance Update, decreased the Ice Spirit's damage by 10%.
25/04/2018|On 25/4/2018, the Clan Wars Update, decreased the Ice Spirit's damage by 4% and freeze duration to 1 second (from 1.5 seconds).
04/04/2022|On 4/4/22, the 2022 Quarter 1 Update increased the Ice Spirit's freeze duration increased to 1.3 seconds (from 1 second).",4
32,Fire Spirit,3 May 2016,03/05/2016,"18/05/2016|On 18/5/2016, a Balance Update, increased the Fire Spirits' area damage radius by 25%.
02/07/2018|On 2/7/2018, a Balance Update, increased the Fire Spirits' area damage by 5%.
01/06/2020|On 1/6/2020, a Balance Update, gave the Fire Spirits a new 0.1 seconds deploy stagger from each other.
09/09/2020|On 9/9/2020, a Balance Update, increased the Fire Spirits' area damage radius to 1.7 tiles (from 1.5 tiles).
06/07/2021|On 6/7/21, the 2021 Quarter 2 Update reworked the card, decreasing its Elixir cost to 1 (from 2), its count to 1 (from 3), increasing its hitpoints by 109%, its damage by 6%, its range to 2.5 tiles (from 2 tiles), and its area damage radius to 2.5 tiles (from 1.7 tiles). Its name and description were updated to reflect the count change. Its description previously read, “These three Fire Spirits are on a kamikaze mission to give you a warm hug. It'd be adorable if they weren't on fire.” It also moved the Arena to unlock the Fire Spirit from Spell Valley (Arena 5) to P.E.K.K.A's Playhouse (Arena 4).
06/09/2021|On 6/9/21, a Balance Update decreased the Fire Spirit's area damage radius to 2.3 tiles (from 2.5 tiles). It can no longer hit all Goblins spawned from the Goblin Barrel when the Goblin Barrel is deployed in the center of a Princess Tower.
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update decreased the range of the Fire Spirit to 2 tiles (from 2.5 tiles).
02/08/2022|On 2/8/22, a Balance Update decreased the Fire Spirit's area damage by 9%.",8
33,Miner,3 May 2016,03/05/2016,"18/05/2016|On 18/5/2016, a Balance Update, increased the Miner's hitpoints by 6%.
04/07/2016|On 4/7/2016, the Tournaments Update, decreased the Miner's deploy time to 0.7 seconds (from 1 second). This change was not mentioned in any change notes and was later said to be unintentional by Supercell.
24/08/2016|On 24/8/2016, a Balance Update, increased the Miner's deploy time back to 1 second and decreased his hitpoints by 6%.
01/07/2019|On 1/7/2019, the July 2019 Update, decreased the Miner's range to 1.2 tiles (from 1.3 tiles), now classified as Melee: Medium.
03/03/2020|On 3/3/2020, a Balance Update, decreased the Miner's Crown Tower damage, from 40% to 35% of the full damage.
04/08/2020|On 4/8/2020, a Balance Update, decreased the Miner's Crown Tower damage, from 35% to 30% of the full damage.",6
34,Sparky,3 May 2016,03/05/2016,"09/10/2017|On 9/10/2017, the Epic Quests Update, decreased the Sparky's damage by 15% but increased her hit speed to 4 seconds (from 5 seconds).
25/04/2018|On 25/4/2018, the Clan Wars Update, fixed a bug where Sparky's hit would reset if she was knocked out of range while charging.
20/06/2018|On 20/6/2018, the Summer 2018 Update, moved the Arena to unlock the Sparky from Builder's Workshop (Arena 6) to Electro Valley (Arena 11).
05/12/2018|On 5/12/2018, the December 2018 Update, increased the Sparky's range to 5 tiles (from 4.5 tiles). This change was not mentioned in any change notes and was later said to be unintentional by Supercell, and as such it got reverted in 7/12/2018, in a maintenance break.
07/01/2019|On 7/1/2019, a Balance Update, reverted the Sparky to her state on 5/12/2018. More specifically, the Sparky's range was increased to 5 tiles (from 4.5 tiles).
07/01/2020|On 7/1/2020, a Balance Update, removed the Sparky from all Draft selections. However, she remained in Triple Draft.
03/11/2020|On 3/11/2020, a Balance Update, decreased the Sparky's first attack speed to 1 second (from 0.5 seconds).",7
35,Bowler,4 July 2016,04/07/2016,"24/08/2016|On 24/8/2016, a Balance Update, decreased the Bowler's Elixir cost to 5 (from 6), decreased its hitpoints by 7%, and decreased its damage by 10%.
01/11/2016|On 1/11/2016, the November 2016 Update, changed the Bowler's sound effects.
05/12/2018|On 5/12/2018, the December 2018 Update, increased the Bowler's range to 5.5 tiles (from 5 tiles). This change was not mentioned in any change notes and was later said to be unintentional by Supercell, and as such it got reverted in 7/12/2018, in a maintenance break.
04/08/2020|On 4/8/2020, a Balance Update, decreased the Bowler's sight range to 4 tiles (from 5 tiles), increased his projectile range 7.5 tiles (from 6 tiles), and increased his hitpoints by 8%.
07/06/2021|On 7/6/21, the 2021 Quarter 2 Update moved the Arena to unlock the Bowler from Frozen Peak (Arena 8) to Rascal's Hideout (Arena 13).",5
36,Lumberjack,4 July 2016,04/07/2016,"24/08/2016|On 24/8/2016, a Balance Update, changed the Lumberjack's speed from Fast to Very Fast, increased his hit speed from 1.1 seconds to 0.7 seconds and decreased his damage by 23%.
19/09/2016|On 19/9/2016, the September 2016 Update, decreased the Rage's attack speed boost to 30% (from 40%) and its duration by 2 seconds.
01/11/2016|On 1/11/2016, the November 2016 Update, increased the Rage's attack speed boost to 35% (from 30%).
15/12/2016|On 15/12/2016, the December 2016 Update, increased the Lumberjack's hitpoints by 6%.
13/03/2017|On 13/3/2017, the March 2017 Update, increased the Rage's level such that a Tournament Standard Lumberjack drops a Tournament Standard Rage, a maxed Lumberjack drops a maxed Rage, etc.
19/04/2017|On 19/4/2017, a Balance Update, increased the Lumberjack's hitpoints by 4%.
24/01/2018|On 24/1/2018, a Balance Update, increased the Lumberjack´s hitpoints by 7%.
05/08/2019|On 5/8/2019, a Balance Update, decreased the Lumberjack's hit speed to 0.8 seconds (from 0.7 seconds).",8
37,Battle Ram,10 February 2017,10/02/2017,"02/02/2017|On 2/2/2017, a maintenance break, made the Battle Ram unaffected by pushback. This was done before the Battle Ram was added in the game, to prepare for the upcoming Challenge.
11/08/2017|On 11/8/2017, a Balance Update, increased the distance required to initiate charging by 1 tile (to 4 tiles from 3 tiles) and delayed the Barbarians' spawning by 0.2 seconds (from 0.8 seconds after the Battle Ram breaks to 1 second).
04/06/2018|On 4/6/2018, a Balance Update, increased the Barbarians' hit speed to 1.4 seconds (from 1.5 seconds) and made the Battle Ram affected by all forms of pushback.
20/06/2018|On 20/6/2018, the Summer 2018 Update, decreased the distance required to charge to 3.5 tiles (from 4 tiles). It also moved the Arena to unlock this card from Builder's Workshop (Arena 6) to Barbarian Bowl (Arena 3).
07/01/2019|On 7/1/2019, a Balance Update, decreased the Ram's damage and charge damage by 11%.
04/03/2019|On 4/3/2019, a Balance Update, decreased the Barbarians' hitpoints by 13%.
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update increased the Battle Ram's damage and charge damage by 8%.
07/06/2022|On 7/6/22, a Balance Update increased the Barbarians‘ hit speed to 1.3 sec (from 1.4 sec).",8
38,Inferno Dragon,30 September 2016,30/09/2016,"15/12/2016|On 15/12/2016, the December 2016 Update increased the Inferno Dragon's hitpoints by 5% and decreased its re-targeting time by 0.4 seconds.
12/06/2017|On 12/6/2017, a June 2017 Update, increased the Inferno Dragon's hitpoints by 7%, and decreased its re-targeting speed by 0.2 seconds.
09/10/2017|On 9/10/2017, the Epic Quests Update, fixed a bug where the Inferno Dragon's damage did not reset after breaking a shield. This change was reverted on 11/10/2017, in a maintenance break.
12/12/2017|On 12/12/2017, the Electrifying Update, reverted the Inferno Dragon to its state on 9/10/2017. More specifically, the Inferno Dragon's damage would now reset after breaking a shield.
12/02/2018|On 12/2/2018, a Balance Update, increased the Inferno Dragon’s re-targeting time.
06/08/2018|On 6/8/2018, a Balance Update, decreased the Inferno Dragon's range to 3.5 (from 4) and allowed it to be knocked back.",6
39,Ice Golem,14 October 2016,14/10/2016,"20/10/2016|On 20/10/2016, a Balance Update, allowed his death damage to affect flying troops.
01/11/2016|On 1/11/2016, the Novermber 2016 Update, increased the Ice Golem's death damage by 74%. The update also changed the description. It used to read ""He's tough, targets buildings and explodes when destroyed, slowing nearby enemies. Wears a fashionable collar of coal to match his ears and nails.""
23/01/2017|On 23/1/2017, a Balance Update, decreased his hitpoints by 5%, his death damage radius to 2 tiles (from 3 tiles), and death damage slow duration to 2 seconds (from 3 seconds).
12/12/2017|On 12/12/2017, the Electrifying Update, decreased the Ice Golem‘s slow effect duration to 1 second (from 2 seconds)
04/06/2018|On 4/6/2018, a Balance Update, decreased the Ice Golem's hitpoints by 5%.
02/08/2022|On 2/8/22, a Balance Update increased the Ice Golem's slow effect duration to 1.5 seconds (from 1 second).",6
40,Mega Minion,19 September 2016,19/09/2016,"21/09/2016|On 21/9/2016, a maintenance break, added a Mega Minion offer in the Shop, selling 100 Mega Minion cards.
30/11/2016|On 30/11/2016, a Balance Update, decreased the Mega Minion's damage by 6% and its hit speed to 1.4 seconds (from 1.3 seconds).
23/01/2017|On 23/1/2017, a Balance Update, decreased the Mega Minion's damage by 4% and its hit speed to 1.5 seconds (from 1.4 seconds).
02/07/2018|On 2/7/2018, a Balance Update, decreased the Mega Minion's hit speed to 1.6 seconds (from 1.5 seconds).
01/07/2019|On 1/7/2019, the July 2019 Update, decreased the Mega Minion's range to 1.6 tiles (from 2 tiles), now classified as Melee: Long.",5
41,Dart Goblin,13 January 2017,13/01/2017,"16/03/2017|On 16/3/2017, a maintenance break, fixed some unexpected behaviour that the Dart Goblin showed.
25/04/2018|On 25/4/2018, the Clan Wars Update, increased the Dart Goblin’s damage by 3%. The update also slightly changed his description. It used to read “Runs fast, shoots far and chews gum. How does he blow darts with a mouth full of gum? Years of didgeridoo lessons.”. This was due to the release of the Rascals and their description, “Spawns a mischievous trio of Rascals! The boy takes the lead, while the girls pelt enemies from behind… with slingshots full of Double Trouble Gum!”
05/11/2018|On 5/11/2018, a Balance Update, increased the Dart Goblin's damage by 4%. This change was voted for by the community.
04/02/2019|On 4/2/2019, a Balance Update, decreased the Dart Goblin's hit speed to 0.7 sec (from 0.65 sec).
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update, increased the Dart Goblin's damage by 9%.",5
42,Goblin Gang,24 February 2017,24/02/2017,"12/06/2017|On 12/6/2017, a June 2017 Update, decreased the Goblin Gang's Spear Goblin count by 1 (to 2 from 3). This also changed the description to match the number of troops spawned.
09/10/2017|On 9/10/2017, the Epic Quests Update, increased the Spear Goblins' hit speed to 1.1 seconds (from 1.3 seconds).
12/12/2017|On 12/12/2017, the Electrifying Update, decreased the Goblins’ damage by 6%.
25/04/2018|On 25/4/2018, the Clan Wars Update, decreased the Spear Goblins' hit speed to 1.2 seconds (from 1.1 seconds).
04/06/2018|On 4/6/2018, a Balance Update, increased the Spear Goblins’ damage by 34%, but also decreased their hit speed to 1.7 seconds (from 1.2 seconds) and made their first attack slower.
02/07/2018|On 2/7/2018, a Balance Update, decreased the Goblins' hitpoints by 1%. This was to fix an inconsistency with Minions that could not take out Goblins in two hits at the same level.
04/03/2019|On 4/3/2019, a Balance Update, gave the Goblin Gang a new 0.15 seconds deploy stagger from each other.
02/06/2020|On 2/6/2020, a Balance Update, decreased the deploy stagger for each Goblin to 0.1 seconds (from 0.15 seconds).
04/10/2022|On 4/10/22, a Balance Update increased the Goblin Gang's Spear Goblin count by 1 (from 2 to 3). This also changed the description to match the number of troops spawned.",9
43,Electro Wizard,30 December 2016,30/12/2016,"23/01/2017|On 23/1/2017, a Balance Update, decreased the Electro Wizard's spawn damage by 6% and the Electro Wizard's health was increased by 9%.
13/03/2017|On 13/3/2017, the March 2017 Update, removed his ability to permanently stun enemy troops.
19/04/2017|On 19/4/2017, a Balance Update, decreased his hit speed to 1.8 seconds (from 1.7 seconds).
11/08/2017|On 11/8/2017, a Balance Update, decreased his hitpoints by 2%. This change was mostly made so that the Mini P.E.K.K.A can defeat him in one shot.
09/10/2017|On 9/10/2017, the Epic Quests Update, decreased his damage by 4% and delayed his first attack by 0.2 seconds.
03/11/2020|On 3/11/2020, a Balance Update, decreased his damage by 3.5%.
09/12/2020|On 9/12/2020, a Balance Update, decreased his damage by 2.5%.",7
44,Elite Barbarians,25 November 2016,25/11/2016,"15/12/2016|On 15/12/2016, a Balance Update, increased the Elite Barbarians' hit points by 19%, damage by 14% and increased their hit speed to 1.4 seconds (from 1.5 seconds).
23/01/2017|On 23/1/2017, a Balance Update, decreased the Elite Barbarians' hit points by 4.4%, damage by 4% and decreased their hit speed to 1.5 seconds (from 1.4 seconds).
19/04/2017|On 19/4/2017, a Balance Update, decreased the Elite Barbarians' hit points by 4%, and delayed their initial attacks by 0.1 seconds.
03/06/2019|On 3/6/2019, a Balance Update, increased the Elite Barbarians' damage by 18%, but increased their hit speed to 1.7 seconds (from 1.5 seconds).
01/07/2019|On 1/7/2019, the July 2019 Update, increased the Elite Barbarians' range to 1.2 tiles (from 1 tile), now classified as Melee: Medium.
02/06/2020|On 2/6/2020, a Balance Update, gave the Elite Barbarians a new 0.1 seconds deploy stagger from each other.
03/11/2020|On 3/11/2020, a Balance Update, decreased the Elite Barbarians' speed from Very Fast to Fast, decreased their hit speed to 1.5 seconds (from 1.7 seconds), increased their hit points by 14%, and increased their damage by 5.5%. Their first attack speed was also reduced to 0.5 seconds (from 0.7 seconds).
30/03/2021|On 30/3/21, a Balance Update decreased the hit speed of Elite Barbarians to 1.4 seconds (from 1.5 seconds) and their first attack speed to 0.4 seconds (from 0.5 seconds).
07/04/2021|On 7/4/21, a maintenance break increased the first attack speed of Elite Barbarians to 0.5 seconds (from 0.4 seconds).
07/06/2021|On 7/6/21, a Balance Update increased the Elite Barbarians' sight range to 6 tiles (from 5.5 tiles).",10
45,Hunter,12 December 2017,12/12/2017,"24/01/2018|On 24/1/2018, a Balance Update, decreased the Hunter's range to 4 (from 5), and slightly decreased his bullet spread.
25/04/2018|On 25/4/2018, the Clan Wars Update, fixed a bug where the Hunter could not hit targets on top of him.
07/10/2019|On 7/10/2019, a Balance Update, increased the Hunter's damage by 2%.
30/03/2021|On 30/3/21, a Balance Update decreased the Hunter's first attack speed to 1.1 sec (from 0.7 sec).
06/09/2021|On 6/9/21, a Balance Update increased the Hunter's first attack speed to 0.9 sec (from 1.1 sec).
03/02/2022|On 3/2/22, a Balance Update increased the Hunter's first attack speed to 0.8 sec (from 0.9 sec).",6
46,Executioner,27 January 2017,27/01/2017,"13/02/2017|On 13/2/2017, a Balance Update, decreased the damage of the Executioner by 6%, the range to 4.5 tiles (from 5 tiles), and the axe's radius to 0.9 tiles (from 1 tile). This update also fixed some glitches where the Executioner's axe would hit enemies behind him when it came back, would do damage in front of him when the axe was at its furthest, cause enemy attack animations to reset to 0 when it hit small to medium sized enemies and caused him to sometimes throw his axe out of the Arena and getting stuck.
13/03/2017|On 13/3/2017, the March 2017 Update, increased the axe's radius to 1 tile (from 0.9 tiles). This update also changed the artwork of the card and fixed all of the bugs of the Executioner mentioned above.
19/04/2017|On 19/4/2017, a Balance Update, increased the damage of the Executioner by 6%.
02/09/2019|On 2/9/2019, a Balance Update, reworked the Executioner by increasing his damage by 82% and decreasing his axe return time to 1 second (from 1.5 seconds). However, his range was decreased to be between 3-4.5 tiles (from 4.5-6.5 tiles), and his hitpoints were reduced by 5%.
05/09/2019|On 5/9/2019, a maintenance break, increased the Executioner's damage by 2% and increased his initiation range to 4 tiles from 3 tiles. His axe still only reaches 4.5 tiles far.
01/10/2019|On 1/10/2019, a maintenance break, corrected the Executioner's stats.
04/11/2019|On 4/11/2019, a Balance Update, increased his axe's maximum flying distance to 5 tiles (from 4.5 tiles), increased the axe's hover time by to 1.2 seconds (from 1 second), and decreased his axe's area damage radius to 0.8 tiles (from 1 tile).
26/11/2019|On 26/11/2019, the End of November 2019 Update, reverted the Executioner's stats to its state in 28/1/2019. More specifically, his hitpoints were increased by 5%, his hit speed was increased to 2.4 seconds (from 2.5 seconds), his sight range was increased to 4.5 tiles (from 4 tiles), his axe's range was increased to 6.5 tiles (from 5 tiles), his axe's radius was increased to 1 tile (from 0.8 tiles), and his damage was decreased by 45%.
07/06/2021|On 7/6/2021, the 2021 Quarter 2 Update moved the Arena to unlock the Executioner from Spooky Town (Arena 12) to Serenity Peak (Arena 14).
07/12/2021|On 7/12/21, the 2021 Balance Update increased the hitpoints of the Executioner by 5%.
02/08/2022|On 2/8/22, a Balance Update increased the Executioner's axe maximum flying distance to 7.5 tiles (from 6.5 tiles).",11
47,Bandit,24 March 2017,24/03/2017,"12/06/2017|On 12/6/2017, the June 2017 Update, allowed the Bandit to initiate her dash ability quicker.
13/06/2017|On 13/6/2017, a maintenance break, increased the Bandit's hitpoints by 4%. This was supposed to happen the previous day in the mentioned balance changes, but it did not make it to the game. This got fixed.
09/10/2017|On 9/10/2017, the Epic Quests Update, fixed a bug where she dashed a shorter distance than she normally should have.
12/02/2018|On 12/2/2018, a Balance Update, decreased her minimum dash range to 3.5 tiles (from 4 tiles).
05/09/2018|On 5/9/2018, the September 2018 Update, changed it so that Legendary cards start at level 9 and end at level 13 (from 1 to 5). It also made the Bandit immune to damage while dashing, instead of untargetable.
01/04/2019|On 1/4/2019, a Balance Update, decreased her hitpoints by 4%.",6
48,Royal Recruits,7 August 2018,07/08/2018,"27/07/2018|On 27/7/2018, prior to the card's general release, a maintenance break, increased the Royal Recruits' Elixir cost to 8 (from 6).
03/09/2018|On 3/9/2018, a Balance Update, increased the Royal Recruits damage by 12%, and slightly changed their spawn formation, allowing the Royal Recruits to be split to 2-4 or 4-2.
03/12/2018|On 3/12/2018, a Balance Update, decreased the Royal Recruit's Elixir cost to 7 (from 8), but also decreased their hit speed to 1.3 seconds (from 1.2 sec).
02/06/2020|On 2/6/2020, a Balance Update, gave the Royal Recruits a new 0.1 second deploy stagger from each other.
04/08/2020|On 4/8/2020, a Balance Update, increased the Royal Recruits damage by 8%.",5
49,Night Witch,31 May 2017,31/05/2017,"12/06/2017|On 12/6/2017, the June 2017 Update, decreased the Night Witch's Bats spawned upon death to 3 (from 4), increased Bat spawn speed to 6 seconds (from 5 seconds), and made her initial Bats spawn slower.
11/08/2017|On 11/8/2017, a Balance Update, decreased the Night Witch's damage by 9%, her range to 1.65 tiles (from 1.85 tiles), her Bat spawn speed to 7 seconds (from 6 seconds) and the number of Bats spawned upon death to 2 (from 3).
24/01/2018|On 24/1/2018, a Balance Update, made the Night Witch's initial Bats spawn faster but also decreased her Bats' hit speed to 1.1 seconds (from 1 second).
01/07/2019|On 1/7/2019, the July 2019 Update, decreased the Night Witch's range to 1.6 tiles (from 1.65 tiles), now classified as Melee: Long.
07/10/2019|On 7/10/2019, a Balance Update, increased the Night Witch's number of Bats summoned on death to 4 (from 2).
07/01/2020|On 7/1/2020, a Balance Update, increased the time for the Night Witch's first wave of Bats to spawn to 3.5 seconds (from 1.3 seconds) and made her initial attack slower by 17%.
04/08/2020|On 4/8/2020, a Balance Update, increased the Bats' hitspeed to 1.3 seconds (from 1.1 seconds).
09/12/2020|On 9/12/2020, a Balance Update, increased the Bats' first attack speed to 0.6 seconds (from 0.8 seconds).
06/09/2021|On 6/9/21, a Balance Update increased the speed of her first Bat spawn to 1 second (from 4 seconds), increased her spawn rate to 5 seconds (from 7 seconds), and removed the Night Witch's death spawn.
07/06/2022|On 7/6/22, a Balance Update increased her hit speed to 1.3 seconds (from 1.5 seconds).",10
50,Bats,7 July 2017,07/07/2017,"12/06/2017|On 12/6/2017, the June 2017 Update decreased the Bat count to 4 (from 5). The Bats had not been released at the time of the Balance Update.
11/08/2017|On 11/8/2017, a Balance Update, increased the Bat count to 5 (from 4).
24/01/2018|On 24/1/2018, a Balance Update, decreased the Bats' hit speed to 1.1 seconds (from 1 second).
04/03/2019|On 4/3/2019, a Balance Update, gave the Bats a new 0.15 seconds deploy stagger from each other.
02/06/2020|On 2/6/2020, a Balance Update, decreased the deploy stagger for each Bat to 0.1 seconds (from 0.15 seconds).
04/08/2020|On 4/8/2020, a Balance Update, increased the Bats' hit speed to 1.3 seconds (from 1.1 seconds).
09/12/2020|On 9/12/2020, a Balance Update, decreased the Bats' first attack speed to 0.6 seconds (from 0.8 seconds).",7
51,Royal Ghost,4 January 2018,04/01/2018,"24/01/2018|On 24/1/2018, a Balance Update, decreased the Royal Ghost's damage by 6%, hit speed decreased to 1.8 seconds (from 1.7 seconds), invisibility delay increased to 1.2 seconds (from 0.7 seconds).
04/06/2018|On 4/6/2018, a Balance Update, delayed the Royal Ghost’s invisibility to 1.6 seconds (from 1.2 seconds).
05/11/2018|On 5/11/2018, a Balance Update, decreased the Royal Ghost's hitpoints by 9%.
02/09/2019|On 2/9/2019, a Balance Update, increased the Royal Ghost's splash radius to 1 tile (from 0.8 tiles).
06/10/2020|On 6/10/2020, a Balance Update, allowed the Royal Ghost to hover, meaning it can cross the river and will collide with air troops instead of ground troops.
18/11/2020|On 18/11/2020, the Clan Wars Improvement Update, changed the hover mechanic. The Royal Ghost would no longer pass through buildings, push back air troops, or bounce off the river when knocked back.
07/06/2022|On 7/6/22, a Balance Update delayed the Royal Ghost’s invisibility to 1.8 sec (from 1.6 sec).",7
52,Ram Rider,25 December 2018,25/12/2018,"28/01/2019|On 28/1/2019, the January 2019 Update, changed the Ram Rider's card description. It used to read “Her bola snares enemy troops while Ram heads for the nearest building! Rams and Hogs don't mingle at parties…”
01/04/2019|On 1/4/2019, a Balance Update, reduced the Ram Rider's snare movement speed reduction from 100% to 85%.
03/02/2022|On 3/2/22, a Balance Update made the Ram Rider's snare ability no longer affect the spawn speed of Witch and Night Witch.
04/04/2022|On 4/4/22, a Balance Update reduced the Ram Rider's snare movement speed reduction from 85% to 70%.
02/08/2022|On 2/8/22, a Balance Update decreased the distance required for charging to 3 tiles (from 3.5).",5
53,Zappies,12 December 2017,12/12/2017,"24/01/2018|On 24/1/2018, a Balance Update, gave Zappies the ability to target air troops.
03/09/2018|On 3/9/2018, a Balance Update, changed the reload mechanics by slowing down their first attack after moving but preventing them from being stun-locked by other Zappies.
